,REGIAO,ESPÉCIE,FASE,ADITIVO,AREA,ABA_ESP,ABB_ESP,ABC_ESP,ABD_ESP,ABE_ESP,ABF_ESP,ABG_ESP,ABH_ESP,ABI_ESP,ABL_ESP,ABM_ESP
729,GOIAS,PT35022994,1/½,B,78.72,111.5681205035971,25.76,24.9,25.700573381295,6655.185,28.5,31.43,29.5,150.085766485536,25.7489402372635,12.73
730,RIB. PRETO,PT35022994,2d,B,583.67,96.7295992443193,26.42,25.08,24.2180082110308,48449.37,29.34,32.06,26.66,156.028590568591,24.2034847586008,12.68
731,RIB. PRETO,PT35022994,5d,A,44.79,61.935956084172,25.48,24.74,18.73136688014639,1649.4,28.12,31.09,24.0,147.529914436869,18.76781585541107,12.74
732,RIB. PRETO,PT35022994,3d,B,120.17,87.4109272441527,27.29,25.62,23.530330775631,8169.2,30.57,33.23999999999999,25.1,164.104117787747,23.4703125600278,12.64
733,RIB. PRETO,PT35022994,5d,A,13.78,72.01123595505621,27.062383,25.524,21.03912220258427,118.82,30.266718,32.9,22.78,161.927439136998,20.99733092618771,12.6431606
734,ARACATUBA,BULL24985476,4d,C,100.45,44.5457320520068,25.4286,26.47,16.37043617433578,2890.67,28.56,31.23,23.4,146.438093289899,16.37538616179573,
740,SÃO CARLOS,BULL24985476,3d,B,46.68,92.9464244521338,26.214,25.2,23.5057247716263,2819.222,29.14,31.69,23.721,153.875283352153,23.4842969054901,12.66
741,ARACATUBA,BULL24985476,3d,I,57.26,65.2154220061865,25.8819,26.01,19.3873116674768,2420.53,28.98,31.33,21.6,150.40263379142,19.3651545639781,
742,ARACATUBA,BULL24985476,3d,D,99.32,71.02954649564819,26.414,25.62,20.50851883188273,5166.46,29.51,32.04,24.0,155.680820616281,20.48141368110165,
743,ARACATUBA,BULL24985476,1/½,C,63.47,96.955702350884,27.5948,24.88,25.2486718702157,4384.67,30.7,32.95,30.2,166.623881796684,25.1361804782573,
744,ARACATUBA,BULL24985476,1/½,E,45.96,116.428150765607,26.4902,25.45,27.1318479022379,3558.38,29.55,31.88,28.1,156.194918575554,27.0580086966424,
745,S. J. RIO PRETO,BULL24985476,1/½,B,99.05,89.7261344055141,26.18,24.64,23.0215658587019,6778.06,28.93,32.52,29.6,154.79114936993,23.098604067845,12.81
746,RIB. PRETO,BULL24985476,2d,C,36.17,91.8460901944559,26.5853,25.53,23.645791793132,1941.88,29.69,32.42,21.4,157.531052873643,23.6200855738431,
747,ARACATUBA,BULL24985476,1/½,I,52.66,111.748401377275,26.44,24.65,26.4036691588785,4067.77,29.24,32.32,30.4,156.679985630443,26.4315972779238,12.73
748,ARACATUBA,BULL24985476,2d,I,55.31,67.66520434079891,26.44,24.65,20.03805550681136,2422.86,29.24,32.32,20.6,156.679985630443,20.05364096414246,12.73
749,MATO G. DO SUL,BULL24985476,4d,B,30.76,126.716204690832,26.18,25.07,28.2667578251599,2164.076,29.06,31.4,26.9353,153.327276094784,28.2125287328869,12.52
750,S. J. RIO PRETO,BULL24985476,2d,I,57.38,107.6029087703834,26.99,24.13,26.3308760246805,4350.46,29.74,32.26000000000001,23.96,161.307219807513,26.2742045140172,12.54
751,MINAS GERAIS,BULL24985476,5d,C,14.48,89.1895161290323,26.76,24.22,23.3931725806452,203.43,29.49,32.9,23.0,160.110850402703,23.4326048760441,12.77
752,SÃO CARLOS,BULL24985476,5d,C,38.83,77.4036898993664,27.773,26.9,22.3161240078271,1766.781,31.6,33.6,23.32,167.811386686444,22.1906396176305,12.53
753,SÃO CARLOS,BULL24985476,4d,I,104.28,68.2620286085826,25.8,25.45,19.7641599479844,5203.86,28.71,31.63,22.65,150.36470175756,19.78467880870185,12.6
754,RIB. PRETO,BULL24985476,2d,A,18.24,142.19391025641,26.962967,24.7816,31.4808718276763,824.41,29.911507,32.48,23.14,161.018276809094,31.4012721574481,12.6411724
755,RIB. PRETO,BULL24985476,2d,C,46.17,117.348551360843,25.082576,23.7976,25.7823042966813,3611.76,27.39492,30.16,23.24,143.707707309052,25.8752161680665,12.73325896
756,GOIAS,BULL24985476,1,I,14.03854,112.974226652408,25.86,26.2,25.9950278140238,217.84,29.01,31.47,30.10926,150.298056185861,25.9645392708986,12.52
757,RIB. PRETO,BULL24975201,5d,I,21.92,103.7661290322581,26.94,25.11,25.7098596774194,922.32,29.99,32.49145,23.93,160.681874212288,25.6439600537228,12.52
758,ARACATUBA,BULL24975201,4d,C,62.58,54.9735073151443,25.5301,26.52,17.81435851324634,2185.6,28.7,31.84,23.6,147.904988049409,17.84031399810587,
763,ARACATUBA,BULL24975201,4d,B,28.38,92.2043956043956,28.08,25.48,24.8968668131868,1325.748,31.48,34.06,25.0,171.498333184966,24.7924674130087,12.62
764,ARACATUBA,BULL24975201,4d,D,40.48999999999999,89.8692523692524,27.47,24.4,24.0463733415233,2230.495,30.39,33.27,27.0,166.198130515001,24.0072931399396,12.68
765,ARACATUBA,BULL24975201,3d,C,56.87,71.0022732337865,26.98939,24.522475,20.84408084387787,2659.432,29.862585,32.610386,24.660698,161.503211976651,20.82102936237506,12.67015487
766,ASSIS,BULL24975201,1/½,A,31.62,175.148827726809,24.74,25.51,32.7851606523955,3212.98,27.44,29.88,31.2,139.831415908534,32.8555456521356,12.68
767,RIB. PRETO,BULL24975201,5d,D,57.76,69.66171328671331,26.9063,24.77,20.59522796765734,2650.6,29.84,32.55,22.4,160.642847242004,20.57100123978917,
768,S. J. RIO PRETO,BULL24975201,1/½,I,53.32039,143.904611742532,27.28,23.88,32.1550246742589,5462.35,30.01,32.610184,28.912487,164.169128873498,32.071809863258,12.55
769,S. J. RIO PRETO,BULL24975201,2d,C,66.27000000000001,113.312880044223,26.75,24.79,26.9436498065229,5510.25,29.66,32.48999999999999,26.98,159.299303600171,26.9233166762417,12.57
770,GOIAS,BULL24975201,1,I,54.67,114.825404265292,27.22,25.24,27.6500265291774,4399.56,30.36,33.309122,29.516436,163.792395874269,27.6081144701689,12.57
771,MATO G. DO SUL,BULL24975201,>5d,E,28.98,86.1226148409894,26.62,24.63,22.8367262897527,1270.602,29.45,31.69,25.42034,157.421656825058,22.7790334583823,12.51
772,MATO G. DO SUL,BULL24975201,5d,C,132.595955,115.76848875238,25.63,24.83,26.1436450169494,12526.06,28.33,30.82,24.876748,148.356054392797,26.1494616965779,12.56
773,RIB. PRETO,BULL24975201,4d,I,28.29,100.7863720073665,28.2481,25.25,26.4260985101289,1458.33,31.61,34.03,24.5,172.951398093957,26.2902907062758,
774,RIB. PRETO,BULL24975201,4d,B,37.04,100.1126198083067,27.5908,25.92,25.7374623290735,2218.34,31.04,33.71,24.1,166.905841505503,25.6491595186602,
775,RIB. PRETO,BULL24975201,4d,A,38.54,99.0320271288621,27.8611,25.36,25.8042368549359,2321.83,31.18,34.33,23.3,170.025534378297,25.7532825950649,
776,ARACATUBA,BULL24975201,4d,I,15.03,70.5049504950495,26.56,25.39,20.51832079207921,189.27,29.62,32.29,28.0,157.245334941619,20.49757113039632,12.66
777,ARACATUBA,BULL24975201,4d,C,146.03,62.9954487801239,25.87,26.36,19.07306874580318,6846.92,29.07,31.44,23.7,150.267686078671,19.05102270337112,12.63
778,GOIAS,BULL24975201,1/½,C,866.81,106.2651232437618,25.12,25.86,24.3675841695815,80590.77,28.0,31.57,28.8,144.642209287926,24.5035342058512,12.84
779,GOIAS,BULL24975201,1/½,B,158.57,101.988333219622,24.65,26.18,23.3835241522822,13201.59,27.52,31.79,29.3,140.932918595739,23.6024584415717,12.95
781,ARACATUBA,BULL24975201,2d,D,20.01,80.6704119850187,25.26,26.16,21.10569662921348,562.05,28.26,31.61,23.4,145.660828247339,21.17854414200361,12.8
782,ARACATUBA,BULL24975201,2d,B,21.53,128.08814270724,26.0799,24.97,28.3450944050367,1118.32,28.91,31.59,26.0,152.79444744835,28.3445659077711,
784,MATO G. DO SUL,BULL24975201,4d,C,32.68,55.3727272727273,25.7,25.01,17.94206363636364,908.948,28.46,30.83,27.1933,148.846053628507,17.93538656237826,12.54
785,MATO G. DO SUL,BULL24975201,2d,B,31.07,100.1415836392239,26.46,25.04,24.7452729942318,1692.86,29.39,31.65,19.11836,155.880309800916,24.6818383603549,12.51
786,PIRACICABA,BULL24975952,4d,A,67.72999999999999,62.9424008612955,27.72,25.18,20.00814541539566,2851.02,30.95,34.33,25.6,168.95132298402,19.99547721116259,12.73
787,MINAS GERAIS,BULL24975952,5d,C,17.29,88.9962192816635,26.76,24.22,23.3646419659735,419.31,29.49,32.9,23.0,160.110850402703,23.4039755156002,12.77
788,GOIAS,BULL24975952,4d,D,69.9,53.1469775474957,29.09,26.97,19.03201846286701,2394.41,33.26000000000001,36.79,23.0,181.747613050724,18.98460122293911,12.7
789,GOIAS,BULL24975952,4d,I,25.37,93.432311144353,25.39,25.33,22.9037864622289,1100.75,28.19,31.92,20.7,147.426917813024,23.0281269086709,12.85
790,GOIAS,BULL24975952,3d,C,37.13,111.7676084361321,28.17,26.0,28.1324222841226,2519.16,31.77,34.88,26.6,172.809888159838,28.0436179545889,12.68
792,MINAS GERAIS,BULL24975952,3d,I,34.3,94.9085201793722,26.23,25.48,23.7978824215247,1860.86,29.25,32.61,25.1,154.873145070923,23.845401031203,12.78
793,RIB. PRETO,SCS19007,1/½,I,22.59,139.230406043437,24.97,24.04,28.5017836638338,1359.37,27.33,30.3,25.01,142.865988333882,28.6501328329956,12.65
794,GOIAS,BULL24987935,1/½,C,41.73,121.863908509923,27.93,24.56,29.5013206256307,3278.254,31.0,33.89,28.5,170.525288568675,29.4162077998179,12.66
795,MATO G. DO SUL,BULL24975033,1/½,D,14.81,63.7900355871886,27.24,25.3,19.89280142348754,157.53,30.41,32.95,27.08,163.533820211418,19.84794194141196,12.52
796,MATO G. DO SUL,BULL24975033,2d,A,24.57406,82.0684583976854,26.8847,25.6896,22.4294798271203,893.045,30.1039,32.09,26.35,159.5017750179,22.3352219864265,12.5500898
797,MATO G. DO SUL,BULL24975033,1,A,13.92877,78.0109810915765,27.1011,26.18,21.96838426562006,139.32,30.527,32.6,25.21,161.595662415651,21.8749564431014,12.5561643
798,MATO G. DO SUL,BULL24975033,1,A,289.99948,84.2847395254121,26.024,25.8192,22.1372118710438,20107.12,29.0961,31.43,24.17,151.749699730603,22.1017706437812,12.62300473
799,S. J. RIO PRETO,BULL24975033,1,I,40.81,66.07434918431099,26.15,25.23,19.65152040958001,1569.882,29.07,31.96,21.0,153.653782614409,19.65983610437001,12.7
800,MATO G. DO SUL,BULL24975033,fr,B,22.66,120.978424015009,27.42,24.7,28.8044729831144,1173.71,30.43,33.02,24.17,165.369495981344,28.7139659640231,12.53
801,S. J. RIO PRETO,BULL24975033,2d,E,59.48,48.838247683235,25.92,26.11,17.12788407750632,1761.08,29.06,33.22,26.9,152.668654999235,17.18198675412936,12.89
802,ARACATUBA,VIC456654,3d,B,23.47,95.4370531822145,27.149,24.8,24.6398791865737,969.023,30.14,32.95,22.1,163.036892687573,24.6020732476494,
810,SÃO CARLOS,VIC456654,4d,E,41.47,63.8937902952155,26.127,27.209,19.33103575500509,1541.31,29.653,32.165,24.081,152.73958670964,19.30351059894533,12.64
811,SÃO CARLOS,VIC456654,4d,C,307.51,64.2662041893675,26.126,27.122,19.38312400379006,15457.186,29.624,32.198,24.152,152.809329973375,19.35956919215642,12.649
812,SÃO CARLOS,VIC456654,3d,E,152.45,64.08682093271631,25.405,26.457,18.98223834603062,7327.594,28.531,31.115,22.863,146.118700699208,18.98581674704819,12.676
813,SÃO CARLOS,VIC456654,5d,C,73.3,44.5663947797716,24.5,26.96,16.07079934747145,2008.32,27.55,30.32,22.0,137.761621265138,16.09560260626461,12.73
814,SÃO CARLOS,VIC456654,5d,B,88.62,55.6946489167319,25.983,26.59,18.10982275802663,3359.884,29.28,31.88,22.16,151.562281153008,18.09812487699894,12.66
823,RIB. PRETO,VIC456654,3d,D,26.29,90.6242127361792,26.5488,25.35,23.4388794625612,1135.54,29.59,32.06,22.8,156.921340871854,23.394326334721,
824,RIB. PRETO,VIC456654,3d,C,24.59,71.8443208895949,26.3754,25.61,20.60286050516283,765.44,29.46,31.75,22.5,155.043792229413,20.56035860344152,
825,PARANÁ,VIC456654,1/½,A,14.69,109.3613382899628,23.920096,25.334827,23.6055649910483,273.902,26.330059,29.127352,29.32829,132.647602179884,23.7464120097085,12.7938729
826,MATO G. DO SUL,VIC456654,>5d,I,63.57,59.0643785146403,26.81,25.24,18.97023445801823,2439.11,29.87,31.67,24.1,158.623972532894,18.90076614260835,12.53
827,PARANÁ,VIC456654,3d,A,103.39,77.9239085239085,26.0799,25.44,21.2820203962578,6036.786,29.05,30.77,25.0,151.581243110732,21.20174110248535,12.525188
828,PARANÁ,VIC456654,2d,C,23.3,92.9504424778761,25.6376,25.87,23.0396975433628,926.74,28.64,30.77,24.0,147.853081636337,22.9973670704445,12.600305
829,PARANÁ,VIC456654,2d,B,74.33,112.113749398364,25.35114,24.029033,25.3663268414247,6252.09,27.773908,29.952286,25.21668,145.45025621195,25.3602055075505,12.62717396
833,ARACATUBA,VIC456654,2d,D,43.92,83.5454260651629,26.8047,25.7,22.5920856926692,2295.73,30.01,32.42,26.3,159.224833494562,22.5332634397411,
836,S. J. RIO PRETO,VIC456654,3d,I,21.83,77.7724313326551,27.58,26.12,22.2473448016277,658.543,31.09,34.18,23.0,167.203266276914,22.2080961738021,12.69
838,ASSIS,BULL24036152,3d,I,38.6,73.9859398496241,25.79,25.02,20.54786110526316,1660.826,28.57,32.28,25.93,151.202234391914,20.62858132795047,12.7
839,ARACATUBA,BULL24036152,3d,I,14.91,110.43264604811,26.979585,24.777523,26.7448018825258,298.439,29.931574,32.40441300000001,26.546113,161.06794869766,26.6731526312746,12.6254611
840,ARACATUBA,BULL24036152,3d,D,38.3,96.6714828897338,27.13,24.15,24.8107953612167,2238.86,29.91,32.36,26.0,162.546600351498,24.7470038957695,12.62
841,PARANÁ,BULL24036152,fr,D,63.5,76.805572815534,26.127161,25.218616,21.15518760862272,3349.487,29.042105,31.439486,24.786167,152.876415799278,21.12957682207157,12.6342389
842,PARANÁ,BULL24036152,1,E,57.83,90.9693868644992,26.507209,25.174881,23.4562539984515,3631.167,29.486048,31.625046,24.006687,156.167395090898,23.3848107961802,12.58479786
843,PARANÁ,BULL24036152,3d,E,13.7,70.2323529411765,26.4669,25.96,20.42441626764706,110.995,29.68,32.03,25.0,155.932163148863,20.3815085240716,12.613339
844,ARACATUBA,BULL24036152,4d,I,73.68,69.5086251621271,26.11,24.97,20.11446701037614,3559.132,28.95,31.36,24.0,152.762387514074,20.09505138047295,12.64
846,RIB. PRETO,VIC450470,5d,A,31.83,97.230610186586,25.24,24.27,23.284532788704,1702.123,27.71,30.66,24.0,145.331648893627,23.3639377923875,12.75
847,ASSIS,BULL24036088,4d,I,179.19,63.9100005981219,28.68,26.98,20.65858809976673,8690.833,32.76000000000001,36.18,25.8,177.773605782964,20.6053079753465,12.56
848,MINAS GERAIS,BULL24036088,5d,C,13.39,53.4172661870504,27.92,24.69,18.59362877697842,69.57,31.03,34.13,25.5,170.629027501928,18.56998065704028,12.69
849,MINAS GERAIS,BULL24036088,4d,D,42.23999999999999,91.9758597883598,26.74,24.76,23.7884417328042,2430.47,29.64,32.78,22.9,159.54644979559,23.8001541811224,12.73
850,MINAS GERAIS,BULL24036088,3d,I,27.0,79.8582,24.632,27.39,20.571847824,1029.873,27.834605,30.707523,22.0,139.051208055731,20.62146628648743,12.7377
851,ARACATUBA,BULL24036091,3d,D,13.88,86.218085106383,27.2,24.41,23.2811489361702,151.53,30.08,32.65,25.0,163.307824979835,23.2297770316151,12.64
852,PIRACICABA,VIC456984,4d,I,20.42,62.2624703087886,27.33,26.0,19.70523669833729,435.21,30.75,33.37,25.0,164.377393550317,19.65886421905343,12.63
853,ASSIS,BULL24036066,5d,A,15.55,74.0591549295775,27.18,25.64,21.42057971830986,232.31,30.44,32.18,26.8,162.023259995352,21.31031673509184,12.51
854,MINAS GERAIS,BULL24036066,3d,A,137.67,107.7861860428105,27.54,24.48,26.8851733110528,12049.45,30.51,32.72,27.1,166.107580022514,26.7613773306438,12.58
855,MINAS GERAIS,BULL24036066,2d,A,65.63,129.115606936416,25.94,23.84,28.3259156069364,6292.91,28.42,30.68,25.5,151.128325681917,28.2940983042851,12.63
856,MINAS GERAIS,BULL24036066,4d,I,36.59,81.6140707604717,26.3666,26.27,22.0011750898739,1723.81,29.65315,32.96494300000001,23.0,155.979055606311,22.0229681650036,12.7528
857,PARANÁ,BULL24036059,>5d,D,18.58,38.9323708206687,26.7244,28.73,15.96563000911854,189.215,30.91,32.69,28.0,157.425285347291,15.91664771167479,12.50598
858,GOIAS,VIC457870,1/½,D,175.7,136.49112400733,26.07,24.22,29.5159011478314,20391.197,28.68,31.49,29.4,152.962497766885,29.5485797898803,12.71
862,S. J. RIO PRETO,VIC457870,4d,I,212.28,92.9394847213901,27.47,24.29,24.521338286399,16222.56,30.36,32.7,24.37,165.616844801677,24.4336682627734,12.5
865,SÃO CARLOS,VIC457870,>5d,A,26.59,38.799931459904,28.315,26.75,16.37240881768335,403.011,32.22,34.5,23.93,173.263477143104,16.321850134421,12.56
866,SÃO CARLOS,VIC457870,5d,C,17.93,73.93018549747049,26.938,26.59,21.25113110961214,379.246,30.46,33.04,23.22,160.553201169362,21.19992730466163,12.63
867,SÃO CARLOS,VIC457870,4d,E,221.62,30.5211430207041,27.919,26.98,14.94838075746589,3894.402,31.81,33.8,23.501,169.179057379171,14.91113580157909,12.52
868,PARANÁ,VIC457870,3d,D,43.5,87.9330158730159,27.3114,23.58,23.626407792381,2403.89,29.95,31.71,25.0,163.510637918295,23.5046596739807,12.517299
869,ARACATUBA,VIC457870,5d,B,55.92,97.6425546448087,27.1415,24.32,24.9675674115437,3773.421,29.98,32.27,25.6,162.448642648979,24.8848060993025,
870,S. J. RIO PRETO,VIC457870,2d,C,93.92,112.07421875,28.65,24.23,28.662357421875,8210.08,31.74,33.98999999999999,27.81,176.703065238435,28.4825305794667,12.47
871,ARACATUBA,VIC457870,2d,D,27.68,104.5431760204082,26.959195,24.5394535,25.8437141600861,1463.077,29.83379,32.613516,26.864843,161.251111679379,25.8121718993864,12.67594534
872,ARACATUBA,VIC457870,2d,C,38.45,104.4987145557656,26.959197,24.539452,25.8370649328647,2458.591,29.83379,32.613516,26.864838,161.251131077739,25.805537770685,12.6759451
873,RIB. PRETO,VIC457870,3d,A,24.56,73.9761146496815,27.43207,24.9072,21.56419739601911,790.42,30.51365,32.87,22.75,165.198508963494,21.49464835568176,12.59826785
874,S. J. RIO PRETO,VIC457870,3d,I,309.5451,75.9121934792406,26.36,25.64,21.17779098361895,19028.76,29.45,32.446516,24.985292,155.68344319119,21.18312402099884,12.59
875,S. J. RIO PRETO,VIC457870,3d,I,539.81,99.7699456243724,27.836732,25.70772,25.8998910650776,46337.855,31.267727,34.219095,25.3300295,169.546320100801,25.8278319485673,12.66516024
876,S. J. RIO PRETO,VIC457870,3d,B,74.62,83.3457681251996,27.59,25.6,23.1228052507186,4479.672,30.93,33.85,26.0,167.200305703707,23.0728850236968,12.67
878,PARANÁ,VIC457870,1,E,48.22,96.7190226394257,26.5093,25.18,24.2921371518222,3080.523,29.49,31.62,24.0,156.175925667102,24.2144435106514,12.583498
879,S. J. RIO PRETO,VIC457870,1,D,66.75999999999999,111.6941197954712,25.25,23.85,25.2094708728999,5471.25,27.61,30.96,22.65,145.965952554793,25.3556177225119,12.69
883,RIB. PRETO,VIC457870,4d,A,25.11,71.1007627765065,26.27,24.31,20.43367884820748,786.811,28.94,31.97,24.5,155.079913706814,20.45613203806943,12.73
884,S. J. RIO PRETO,VIC457870,1/½,I,525.11,127.546913917094,27.114219,24.791551,29.464013617171,59300.277,30.09447,33.05634999999999,27.081148,162.873973450887,29.4330220226596,12.6936865
885,S. J. RIO PRETO,VIC457870,1/½,C,64.78,101.985733232285,27.22,25.090321,25.6958285979538,4761.447,30.316343,33.40806,30.376335,163.963073034672,25.6745085512562,12.7050534
889,S. J. RIO PRETO,VIC457870,3d,D,34.09,103.5249886826618,27.32,25.38,26.0216282661838,2033.787,30.53,33.87,25.0,165.114408115467,26.0137944699206,12.73
891,S. J. RIO PRETO,VIC457870,1/½,D,13.23,160.747967479675,26.65,23.92,33.7915772357724,194.96,29.28,31.83,27.75,158.162507671571,33.7413759378786,12.55
892,S. J. RIO PRETO,VIC457870,1,I,20.91,106.7643097643098,26.28,24.74,25.5323434343434,856.35,29.08,32.19,22.42,155.194731920805,25.5697499323605,12.62
895,S. J. RIO PRETO,VIC457870,1,I,35.12,135.116349480969,27.19,23.96,30.7013734861592,2858.45,29.92,32.717468,23.012784,163.531245452372,30.6559737724007,12.57
896,S. J. RIO PRETO,AIC456PS321OUTRAS,3d,I,17.12,87.5529296875,26.66,25.42,23.0760594921875,398.831,29.75,33.41,23.0,159.226221204932,23.1233723388525,12.8
898,PARANÁ,VIC450618,fr,E,227.9,70.1210467809171,25.4993,25.090399,19.84593446809634,12560.334,28.247166,30.694609,25.827903,147.037900193967,19.84854411437035,12.6599404
899,S. J. RIO PRETO,VIC450618,2d,I,28.65,100.0108108108108,26.42,24.63,24.6911589189189,1477.38,29.22,31.84,24.44,155.97621810082,24.6714636925273,12.56
900,S. J. RIO PRETO,VIC450618,1,I,17.16,132.374031007752,27.35,24.73,30.4774137596899,633.13,30.36,32.66,21.08,164.380737036711,30.3426835650411,12.5
903,ARACATUBA,BULL24975242,3d,E,52.61,89.8736025609456,26.9891,24.42,23.6725521614627,3174.447,29.83,31.93,24.0,160.772091842947,23.5854187523382,
904,ARACATUBA,BULL24975242,2d,I,188.23,100.5021789706633,26.799378,24.174845,25.097772004105,15608.739,29.534224,32.469069,27.0,159.970730719868,25.0957320925896,12.7
905,PIRACICABA,BULL24975242,BIS,C,17.61,113.328342245989,26.64,24.22,26.8344693048128,580.452,29.35,32.16,30.0,158.325648585653,26.8269353992534,12.69
907,ARACATUBA,BULL24975242,2d,E,35.86,99.1399413243923,27.7766,24.43,25.7477199829841,2091.159,30.77,32.52,25.1,167.826351469144,25.5786991238153,
908,MATO G. DO SUL,BULL24975242,2d,I,144.23598,82.9487690112782,27.55,25.51,23.0325335812538,9393.98,30.85,33.03,22.937443,166.04706927092,22.9294499345669,12.47
909,ARACATUBA,BULL24975242,4d,C,81.55,73.7995686556434,26.8492,24.7,21.1767415488138,4310.16,29.75,31.78,23.5,159.331255815097,21.10500805886725,
910,S. J. RIO PRETO,BULL24975242,3d,I,20.47,90.2337662337662,26.56,25.25,23.3908363636364,674.64,29.57,31.8,24.487716,156.764482600803,23.3254706907433,12.49
911,S. J. RIO PRETO,BULL24975242,2d,I,252.91,102.8468722759537,26.14,23.96,24.8457477398198,21897.92,28.69,31.86,24.96,154.071994631497,24.9067963502775,12.64
912,ARACATUBA,BULL24975242,3d,C,32.97,49.7316165951359,26.09,27.14,17.31638477825465,803.232,29.58,32.61,27.0,152.953401673975,17.31839970974262,12.71
913,ASSIS,BULL24975242,4d,I,53.6,71.1213942307692,25.69,25.46,20.09371887019231,2471.45,28.58,31.87,24.17,149.74015607759,20.14339006887091,12.64
914,ARACATUBA,BULL24975242,3d,I,123.98,68.1093230934095,27.294771,24.556817,20.5817924767871,6295.122,30.23634,32.887484,27.100538,164.27309476571,20.54394027264256,12.64785564
915,MATO G. DO SUL,BULL24975242,3d,E,41.45,116.855687606112,26.82,24.44,27.5396129032258,3100.0,29.63,31.88,23.891149,159.34784956826,27.4502600837618,12.51
916,MATO G. DO SUL,BULL24975242,3d,I,45.76,68.05148104265399,28.31,25.35,21.14199655805687,1904.298,31.72,33.65,26.639466,173.002317994474,21.02441837489064,12.43
917,S. J. RIO PRETO,BULL24975242,2d,I,105.61,128.06992842645,27.197488,24.901248,29.6397134442184,10877.306,30.229984,33.429985,23.0,163.892384573478,29.6301382059664,12.72
918,S. J. RIO PRETO,BULL24975242,fr,D,33.44,139.445475746269,26.81,24.99,30.8746749580224,2744.431,29.79,32.83,28.0,160.063396565633,30.8700100159155,12.71
919,ARACATUBA,BULL24975242,4d,B,25.23,74.3049886621315,27.92,23.79,21.91895419501134,836.295,30.73,33.04,26.0,169.904512387799,21.8382388540212,12.59
920,GOIAS,BULL24975242,1,I,29.02,139.074030552291,26.67,26.11,30.6417602820212,2174.8,29.97,32.712563,32.02622,158.262586884467,30.5861764344139,12.54
921,ASSIS,BULL24975242,3d,I,58.52,109.2688950988822,26.66,25.52,26.2596200214961,4536.949,29.78,32.77,23.37,158.517093839539,26.2515558308712,12.58
922,GOIAS,BULL24975242,3d,I,49.47,70.0117694155324,28.78,24.62,21.73437490792634,2185.701,32.03,34.5,30.111061,178.121927874984,21.63702697474727,12.5
923,PIRACICABA,AIC456PS321046007,1,I,24.44,177.303054662379,25.5239,24.1169,34.3554198094855,2068.37,28.0022,30.37,25.37,147.307123115664,34.3666807685979,12.65310985
924,S. J. RIO PRETO,BULL24975162,3d,D,46.49,64.7857349956509,26.6,25.38,19.70671730936503,1832.58,29.66,32.41,24.99,157.713099918687,19.69157307770262,12.56
925,RIB. PRETO,BULL24005014,2d,I,27.94,146.282936010038,27.4499,23.7,32.7465793306148,2152.47,30.15,32.88,23.7,165.943674062419,32.6720085332739,
926,ASSIS,BULL24005014,2d,A,33.45,145.339393939394,25.74,24.97,30.3208327272727,2872.13,28.51,30.61,24.9,148.89449689347,30.2534292494136,12.6
927,RIB. PRETO,BULL24005014,3d,I,18.72,100.0610119047619,27.62,24.74,25.7551300595238,603.77,30.69,32.45,28.68,166.317657311052,25.5893690575835,12.42
928,RIB. PRETO,BULL24005014,3d,B,31.42,91.3182286302781,25.967406,24.376,23.0786990247992,1552.36,28.601948,31.67,22.1,152.271162193887,23.1260601131296,12.74599856
930,PIRACICABA,BULL24975375,3d,I,18.11094,105.3440681793636,27.8617,24.554,26.8059560624061,582.42,30.9133,33.19,25.41,169.220937075759,26.6756418696231,12.57952607
931,GOIAS,BULL24975375,1/½,D,32.85,84.9630695443645,26.7,25.76,22.7255712230216,1533.28,29.9,33.26000000000001,,159.242935983686,22.7432965780941,12.76
932,PIRACICABA,BULL24975375,1,I,50.53916,126.038292479649,26.5214,23.3515,28.5599566041398,4406.94,28.9571,31.45,27.13,156.962450949505,28.5312703799465,12.6506231
933,MINAS GERAIS,BULL24975375,1/½,I,83.6,110.8108938547486,27.54,24.36,27.3552129050279,7086.86,30.47,33.52,,167.043057683653,27.3199431156951,12.7
935,PARANÁ,BULL24006655,>5d,C,12.18,23.4888888888889,25.1602,25.56,13.51196075555556,14.068,27.97,30.35,22.0,143.699145141938,13.51307684529738,12.655871
937,ARACATUBA,BULL24985517,1/½,I,58.37,85.2014233340522,26.5,25.47,22.6142063834376,3406.35,29.57,32.25,,156.679924833391,22.5907764256679,12.67
938,MATO G. DO SUL,SCS19001BT,fr,D,106.34,82.936082255671,26.13,24.99,22.0232684227263,6704.11,28.98,32.13,24.17,153.789229099916,22.0579724183998,12.62
939,MATO G. DO SUL,SCS19001BT,2d,D,42.62,66.01273677335081,28.32,27.24,20.81487864141084,1665.87,32.4,34.93,23.93,173.501715531765,20.72314964946178,12.47
940,PIRACICABA,SCS19001BT,1,I,17.1,110.1705882352941,26.7987,23.8703,26.5279708411765,512.6700000000001,29.4356,32.08,23.47,159.681663670098,26.4979957940604,12.662707
941,RIB. PRETO,SCS19001BT,1/½,C,19.47,102.9906291834003,26.6606,25.14,25.3397721820616,691.7,29.66,31.87,31.2,157.705604070363,25.2578445899097,
942,SÃO CARLOS,SCS19001BT,2d,I,24.7,91.5110236220473,26.7,24.7,23.6881204724409,1021.79,29.57,33.81,20.82,160.303876698971,23.7917930434531,12.73
