,REGIAO,ESPÉCIE,FASE,ADITIVO,AREA,ABA_ESP,ABB_ESP,ABC_ESP,ABD_ESP,ABE_ESP,ABF_ESP,ABG_ESP,ABH_ESP,ABI_ESP,ABL_ESP,ABM_ESP
943,ASSIS,SCS120BT,2d,A,36.79,99.3590157321501,26.58,24.78,24.7369444937475,2177.63,29.45,31.49,23.6,156.785902998205,24.6483539778137,12.57
944,RIB. PRETO,BULL24015177,2d,B,37.1,87.5139442231076,27.476435,25.2992,23.6868664936255,1907.4,30.694849,33.04,29.34,165.557048165172,23.5956983702098,12.5933133
945,MATO G. DO SUL,BULL24015177,2d,E,53.41,107.871794252596,28.36,24.8,27.6846255397247,3982.051,31.59,33.91,27.494805,173.96056953865,27.5274503998427,12.48
946,S. J. RIO PRETO,BULL24015177,1,I,34.8,106.8412280701754,27.39,24.95,26.596065,2174.38,30.48,33.087498,21.942448,165.070784890586,26.5174212206889,12.53
947,MATO G. DO SUL,SCS19004,1,D,28.29,50.3707796193984,26.94,25.33,17.73259447513812,637.06,30.05,32.56,21.41,160.663669545054,17.70434090152433,12.52
948,MINAS GERAIS,SCS19004,4d,I,36.33,105.0152075626798,25.16,23.53,24.2408013152487,2275.06,27.41,30.57,25.2,144.959599922536,24.3672647842456,12.8
949,MATO G. DO SUL,SCS19004,3d,E,171.54,57.5583552714053,26.71,25.05,18.70163406042372,7280.38,29.69,32.1,24.91,158.414950824831,18.670424346723,12.52
950,GOIAS,SCS19004,5d,C,12.3,68.4666666666667,27.25,25.32,20.61116666666667,28.94,30.43,33.88,24.1,164.574816383579,20.6153912984594,12.75
951,SÃO CARLOS,SCS19004,4d,I,64.56,70.4467275494673,25.8,25.45,20.06564840182649,3083.96,28.71,31.63,22.03,150.36470175756,20.08696402608742,12.6
952,MATO G. DO SUL,SCS19004,2d,D,84.07,57.1105869293742,26.63,24.52,18.59967886776745,3263.12,29.43,31.85,23.84,157.741499537523,18.5744845841048,12.53
953,MATO G. DO SUL,SCS19005,3d,B,158.67,97.1686779845913,27.0,25.4,24.7753016976887,12503.69,30.16,32.68,23.44,161.229875002735,24.7097111697887,12.52
954,RIB. PRETO,SCS19005,4d,I,17.74,137.222996515679,26.77,24.3,30.4954365853659,730.78,29.53,31.841934,26.31,158.965774081874,30.4034946157787,12.51
956,RIB. PRETO,SCS19005,2d,C,15.2,121.3875,26.8585,26.46,28.2533416875,362.04,30.32,33.16,21.1,160.093368136062,28.1995633069834,
957,MATO G. DO SUL,SCS16,>5d,I,14.3,71.83913043478259,25.71,24.55,20.2039447826087,149.63,28.35,30.72,23.2,149.001315806397,20.19803960627583,12.64
958,MATO G. DO SUL,SCS16,>5d,A,109.64582,117.910524382918,25.29,23.74,26.0755086904898,10353.72,27.62,29.78,24.70115,144.889552802673,26.0744022223425,12.53
959,SÃO CARLOS,SCS16,2d,C,38.17,100.0633549866259,25.78,25.89,24.1351303171571,2316.618,28.82,31.5,24.96,149.839028786711,24.1385673230559,12.68
960,GOIAS,PS321832847,3d,I,172.86021,70.8212585324861,26.61,26.81,20.59378587159621,9474.0,30.13,32.887367,24.109235,157.613237846784,20.56515390913809,12.54
962,MATO G. DO SUL,PS321832847,>5d,D,28.95,53.5439528023599,26.82,25.38,18.15681380530973,716.17,29.93,32.39,24.95,159.466478826455,18.12634043629644,12.52
963,S. J. RIO PRETO,PS321832847,>5d,I,32.29,66.14046328240511,26.11,26.35,19.63921936914736,1110.51,29.36,32.3,,153.164502928038,19.64271158755441,12.71
964,PARANÁ,SCS14,fr,I,431.1,60.0662848962062,26.304198,25.50189,18.87549656279742,20156.58,29.34038,31.621082,24.929727,154.374191334694,18.84339844256039,12.60961974
965,GOIAS,SCS14,1/½,B,355.52,123.458188751747,28.31,24.76,30.1788305854099,38300.117,31.52,34.73,28.6,174.408830322974,30.1017940650884,12.7
966,ARACATUBA,SCS14,1,E,23.16,59.2179211469534,27.7095,25.28,19.41769932258065,538.952,30.97,32.86,22.0,167.261259652208,19.33111391543461,
967,S. J. RIO PRETO,SCS14,5d,I,426.66693,66.27580154511,28.62,26.15,21.02063821679727,22518.38,32.38,34.686531,24.7320175,176.25388473198,20.91501125072633,12.46
968,PIRACICABA,SCS14,2d,A,55.95,52.9729237770193,27.3,25.53,18.26885733788396,1812.76,30.56,34.3,23.3,165.295083923131,18.28094778897421,12.78
971,RIB. PRETO,SCS14,3d,D,67.72,65.0988872936109,29.2137,25.18,21.1402831620603,2970.67,32.75,35.01000000000001,26.3,181.954295741463,21.02438399464096,
972,RIB. PRETO,SCS14,3d,B,19.64,70.0890052356021,28.8057,26.13,21.76226395287958,455.8,32.6,34.67,,177.778708654821,21.62992027500124,
978,S. J. RIO PRETO,SCS14,2d,A,16.64,110.6637931034483,27.49,24.18,27.2830215517241,469.8,30.35,33.18,28.85,166.363379075668,27.2300764958709,12.56
981,MATO G. DO SUL,SCS14,5d,D,84.29,79.0845206805921,27.53,25.12,22.4182260616959,4861.54,30.7,33.48,23.16,166.555241006355,22.3682642615847,12.54
982,MATO G. DO SUL,SCS14,5d,C,141.38,85.617947132478,27.11,25.17,23.1236718117174,9536.69,30.21,32.98,22.42,162.573517012337,23.0849132149655,12.55
990,PARANÁ,SCS14,3d,B,36.45,115.83472392638,26.7794,25.13,27.3461491879755,2550.759,29.8,31.36,26.0,158.05207207258,27.1652765825322,12.487458
991,PARANÁ,SCS14,3d,A,29.34,102.1812572087659,26.7879,25.48,25.3359141347751,1575.743,29.92,31.38,26.0,157.975465077978,25.1642509623663,12.469279
992,ARACATUBA,SCS14,4d,I,122.32,52.1653734590283,27.621384,24.88439,18.27438722306889,4443.044,30.734295,33.81676,23.0,167.766532090897,18.2564209338486,12.6961034
993,ARACATUBA,SCS14,4d,I,496.78,59.8229650563142,26.907281,24.339745,19.12910378347657,23195.617,29.712988,32.828886,23.995155,161.158690135528,19.13321082619693,12.7232039
994,PIRACICABA,SCS14,5d,D,18.81,62.970778267254,28.087183,25.284762,20.19976237637739,359.111,31.429167,33.918333,25.519842,171.495344943468,20.12960186177272,12.6003969
995,PIRACICABA,SCS14,5d,C,13.35,34.6525925925926,28.14,26.19,15.65612844444444,42.581,31.81,34.16,26.0,171.739716666763,15.61851872250835,12.57
996,PIRACICABA,SCS14,4d,B,44.88,59.5267639902676,28.08,24.97,19.64230364963504,1574.68,31.31,33.46,24.4,171.101711879953,19.56158951096611,12.56
997,ASSIS,SCS14,fr,D,32.246836,105.4656654501474,26.28,23.77,25.346897026281,1904.384,28.8,31.64,25.687867,155.03916597494,25.3692508332818,12.6
998,ARACATUBA,SCS14,1/½,I,38.09,123.942660022997,27.6652,25.2,29.5360415779226,2932.584,30.89,33.0,29.6,167.097073762724,29.3619789987824,
999,ARACATUBA,SCS14,4d,I,216.5,90.6577506112469,27.35,25.06,24.0739647188264,16097.51,30.47,33.45,25.0,165.074779926694,24.0405178643454,12.69
1000,MATO G. DO SUL,SCS14,5d,E,20.92,74.0486547085202,26.21,26.17,20.81711383408072,565.474,29.43,31.8,23.314533,153.501491985084,20.77997721692294,12.51
1001,MATO G. DO SUL,SCS14,5d,B,31.46,67.1322713257965,27.16,25.07,20.35805233299075,1084.874,30.24,32.61,23.344544,162.619487793831,20.30399446800196,12.5
1002,RIB. PRETO,SCS14,>5d,B,82.46,70.62560317910871,27.215536,24.8344,20.92019975693443,4142.76,30.230658,33.22,22.16,163.851335022598,20.90237610925272,12.69419706
1005,GOIAS,SCS14,2d,C,521.39,108.0248728871788,26.19,24.54,25.6259294626907,48926.11,28.924204,31.876123,26.28,154.202297814446,25.6549575718969,12.7192098
1006,S. J. RIO PRETO,SCS14,4d,I,254.18199,80.1814944207866,27.19,25.55,22.3567690025175,16524.33,30.43,33.196648,26.205738,163.271516373124,22.3139180496181,12.54
1007,ARACATUBA,SCS14,5d,I,12.5,41.9,27.93,24.82,16.76307,26.95,31.08,33.57,25.6,170.067673263572,16.72622343058081,12.61
1008,ARACATUBA,SCS14,5d,I,31.86,88.7049345417926,26.85,25.57,23.3906827794562,1535.36,30.02,33.04,23.5,160.331521383559,23.3777596382104,12.71
1009,RIB. PRETO,SCS14,3d,B,39.83,78.704419690981,25.82,24.54,21.21855080129357,1868.384,28.47,31.68,24.9,151.022846716431,21.2734383140077,12.77
1010,ARACATUBA,SCS14,3d,I,15.01,96.6777408637874,26.71,26.08,24.4560956810631,266.88,30.01,33.76000000000001,26.9,159.673597150996,24.5046665919754,12.8
1011,S. J. RIO PRETO,SCS14,4d,D,54.8,99.7519392523364,26.83,24.95,25.0136125911215,3767.783,29.8,33.38,24.0,160.821929809381,25.0594129440483,12.79
1012,S. J. RIO PRETO,SCS14,4d,C,13.03,95.5398058252427,26.23,25.33,23.887714368932,98.046,29.2,32.34,26.0,154.663823883465,23.9181081455113,12.74
1013,S. J. RIO PRETO,SCS14,4d,D,40.17,122.46936457224,26.28,24.65,27.7750252609159,3123.922,29.05,32.13,23.0,155.176525089948,27.816619748348,12.74
1014,S. J. RIO PRETO,SCS14,4d,C,22.59,116.143531633617,26.253168,24.766551,26.8437525248725,1114.88,29.052515,32.16354,23.08385,154.940309240957,26.8863086171546,12.7441925
1015,S. J. RIO PRETO,SCS14,5d,B,49.51,83.975899760064,27.672997,25.508637,23.2807806101178,2711.816,31.004812,34.180752,24.365745,168.25492572583,23.2465888710586,12.69914585
1016,S. J. RIO PRETO,SCS14,>5d,B,68.8,66.21202464788729,26.151644,25.979907,19.67189273336127,3091.243,29.299437,32.93731,24.322064,154.342706155038,19.71668629452389,12.8093456
1017,MATO G. DO SUL,SCS14,2d,I,124.03,103.4899580469517,26.98,24.48,25.7051957154334,10261.62,29.84,31.81,24.0,160.523709451373,25.5884279466837,12.56
1018,MINAS GERAIS,SCS14,1,E,108.31671,102.1002640144166,27.83,25.59,26.2628717934821,8690.161,31.22,33.48,22.0,168.778038032676,26.1257426184063,12.58
1019,PARANÁ,SCS14,2d,C,172.14,109.1959847633321,26.841288,24.825738,26.4251360231622,15576.965,29.781557,32.029747,21.683001,159.497453236998,26.3361602174535,12.5961606
1020,PARANÁ,SCS14,>5d,C,36.95,51.4496993987976,27.6761,26.64,18.18417432745491,996.27,31.39,33.18,22.0,166.691160988868,18.10251980066183,12.500835
1021,PARANÁ,SCS14,4d,D,27.89,43.7368785399622,27.2288,26.59,16.83314575909377,516.299,30.82,32.92,24.0,162.789239759702,16.78557978738691,12.555372
1022,ASSIS,SCS14,5d,A,216.75,87.5658608058608,26.45,26.04,22.9192668864469,15484.11,29.68,31.79,24.1,155.488386631881,22.8428234514823,12.58
1023,MATO G. DO SUL,SCS14,3d,I,44.21,88.0800993480286,27.04,25.53,23.4424469419435,2462.54,30.24,32.91,28.7,161.75522246019,23.3933922026573,12.65
1024,MATO G. DO SUL,SCS14,1/½,B,35.87,118.538332635107,27.32,25.09,28.3216725596984,2555.07,30.44,32.82,28.96,164.141209857436,28.2088708232991,12.5
1025,MATO G. DO SUL,SCS14,1/½,A,28.13,118.567265964042,27.32,25.09,28.3261051456913,1730.93,30.44,32.82,29.96,164.141209857436,28.2132727749685,12.5
1026,GOIAS,SCS14,5d,C,33.47383,127.31329064261,26.17,24.66,28.3398932840579,2488.218,28.93,31.57,23.359675,153.640375766842,28.3330178175304,12.57
1027,S. J. RIO PRETO,SCS14,3d,E,29.78,63.0826771653543,27.56,26.22,19.94846456692913,920.25,31.1,34.44,24.1,167.24506707319,19.93033364281354,12.73
1028,S. J. RIO PRETO,SCS14,3d,E,181.16,64.849668952471,26.19,24.79,19.49936802435564,8952.05,28.99,32.14,23.8,154.385039857198,19.52500222023733,12.76
1030,S. J. RIO PRETO,SCS14,5d,I,123.99,85.4977319403518,26.265693,25.542783,22.4849608005735,8243.011,29.306013,32.57465,25.790741,155.102873133081,22.5177366094294,12.7553888
1031,ARACATUBA,SCS14,1/½,B,30.35,125.124795640327,27.4,25.21,29.4212185286104,2087.84,30.57,32.64,,164.537207066931,29.2557403769928,12.56
1032,MATO G. DO SUL,SCS14,5d,A,24.05338,27.8011006041459,24.4616,28.0016,13.96906995288624,202.45667,27.7944,30.36,26.22,137.008619515671,13.97527377335251,12.69030476
1033,MINAS GERAIS,SCS14,5d,I,278.35,82.1291158250422,28.13,26.35,23.3118263825793,18690.89,31.85,35.22,23.7,172.628137154341,23.2647092352575,12.71
1034,RIB. PRETO,SCS14,4d,I,29.25,89.655652173913,24.99,25.76,22.0874692173913,1351.56,27.82,30.91,28.85,142.911096372793,22.1659865656312,12.63
1035,ASSIS,SCS14,5d,D,18.46,55.752786377709,27.28,25.32,18.68542575851393,294.643,30.46,32.68,25.776389,163.556641132717,18.63102534360287,12.48
1036,ASSIS,SCS14,5d,E,27.926781,23.8244232779995,26.49,26.37,13.71335893298213,200.325,29.84,33.36,28.233461,157.331691126302,13.71846343158487,12.63
1037,MATO G. DO SUL,SCS14,5d,B,16.2809563,106.3043964265648,26.16,24.59,25.3535025340016,415.713,28.89,31.22,24.790605,153.190698079926,25.3149035634728,12.52
1038,RIB. PRETO,SCS14,1,B,24.46,42.4959871589085,27.71,25.44,16.79091958266453,391.98,31.03,33.65,22.0,168.043179838939,16.75869080860353,12.63
1039,S. J. RIO PRETO,SCS14,1/½,B,32.95,118.183818615752,27.08,25.19,28.0125198472554,2236.551,30.18,33.18,30.0,162.533029265094,27.9841718751644,12.7
1040,GOIAS,SCS14,>5d,B,28.5,87.5501818181818,27.12,26.22,23.4231874909091,1258.578,30.56,34.09,23.5,163.287320019107,23.429784534229,12.76
1041,GOIAS,SCS14,3d,E,168.03,55.6043068640646,27.44,24.9,18.73250497981158,6815.58,30.52,33.47,26.0953045,165.916344648761,18.71141552345969,12.57
1042,MATO GROSSO,SCS14,4d,I,45.76,116.334449052133,26.94,24.54,27.5875666883886,3534.331,29.81,32.13,24.06734,160.550170127497,27.498900156853,12.51
1043,ASSIS,SCS14,1/½,D,15.0,60.0113333333333,26.42,25.28,18.92323426666667,156.034,29.41,31.94,29.959185,155.784149989393,18.90326875319077,12.54
1044,GOIAS,SCS14,>5d,E,50.685726,58.900502784929,25.26,26.69,18.21900666928159,1826.38,28.42,31.72,26.731074,145.516725696973,18.26200156538548,12.64
1045,GOIAS,SCS14,4d,E,348.18,51.0587185436373,27.3,26.34,17.97598393717651,13142.76,30.83,34.11,27.352381,164.716871234519,17.96492529041399,12.59
1046,S. J. RIO PRETO,SCS14,4d,D,16.0,103.635,26.96,25.51,25.708596,378.54,30.14,32.97,27.73,161.174464679359,25.6696020708931,12.56
1047,S. J. RIO PRETO,SCS14,4d,C,30.0,103.6355555555556,26.96,25.51,25.7086791111111,1661.44,30.14,32.97,27.79,161.174464679359,25.6696849455957,12.56
1048,S. J. RIO PRETO,SCS14,1,I,57.7,103.8689277899344,27.21,23.79,25.973263916849,4210.41,29.9,32.5,22.98,163.520558491581,25.9200312467535,12.55
1049,SÃO CARLOS,SCS14,>5d,I,19.72,52.7836787564767,,,12.0,326.85,,,24.52047,,,
1050,SÃO CARLOS,SCS14,5d,I,69.67,55.4227501300503,26.72,25.03,18.3918288191434,2516.19,29.7,32.8,22.67,159.273554834444,18.39502277234032,12.6
1051,ARACATUBA,SCS14,2d,I,158.65,101.0395090351176,27.49667,23.845775,25.7981588847924,13069.644,30.253683,32.926573,25.321186,166.300726517214,25.7388609328546,12.6501659
1052,S. J. RIO PRETO,SCS14,4d,I,112.42,87.4867456681936,27.276693,26.149627,23.5318783914207,7592.379,30.733868,33.856697,26.219076,164.370426666849,23.5019476451545,12.7035361
1053,ARACATUBA,SCS14,3d,B,80.46,68.5304995617879,26.5752535,25.322633,20.23946361594698,3882.078,29.617458,32.344656,27.618673,157.462016105648,20.22304043771711,12.6688976
1054,S. J. RIO PRETO,SCS14,fr,D,34.43,138.954525189478,28.46,24.35,32.8967148461881,2859.59,31.56,33.83,27.6,174.908033988902,32.6819121046125,12.48
1055,PIRACICABA,SCS14,3d,D,217.13,82.8024911032028,27.930443,25.134204,23.2791504877758,14535.715,31.213598,33.756414,25.755224,170.083997621556,23.1927408351589,12.61174995
1056,S. J. RIO PRETO,SCS14,2d,I,100.9456,106.1393391016532,28.29,24.71,27.3352983396593,8385.28,31.48,33.97634,26.0948925,173.495507652645,27.2030803583059,12.5
1057,S. J. RIO PRETO,SCS14,2d,I,586.9,104.8731431553314,27.06,23.95,25.9866953591929,53404.77,29.77,32.52,24.45,162.253075135864,25.9544753566218,12.57
1058,GOIAS,SCS14,1/½,C,189.54,91.9545454545455,26.42,24.33,23.5294454545455,14207.13,29.13,32.92,,157.300620515502,23.6174450675804,12.83
1059,S. J. RIO PRETO,SCS14,2d,I,30.21,95.4085667215816,27.99,25.03,25.3370298187809,1530.87,31.22,33.63,24.02,170.523661125901,25.2222313659691,12.49
1060,ARACATUBA,SCS14,1/½,C,20.85,124.4,26.1,25.88,27.8484,1006.74,29.21,31.77,28.1,152.717675424047,27.8166667176629,12.66
1061,RIB. PRETO,SCS14,4d,B,196.51,97.7020161508861,28.2909,24.925,25.9616297491247,15824.879,31.5514,34.64,24.01,174.084000808867,25.8909256551217,
1062,PIRACICABA,SCS14,>5d,D,121.61,84.9966700118602,26.02,26.75,22.2341331356628,8013.165,29.38,32.38,26.0,152.320541218698,22.242932243227,12.72
1063,PARANÁ,SCS14,2d,C,67.14,93.3264417845484,27.2733,25.7,24.4212314330794,4496.34,30.58,32.7,23.0,163.335580220373,24.307584254723,12.562232
1064,RIB. PRETO,SCS14,3d,A,133.06,87.2591194449034,27.8004,24.725,23.8912419087725,9122.869,30.8979,33.97,23.95,169.467300251553,23.8508503582981,
1066,GOIAS,SCS14,4d,A,70.94,83.2910756701731,26.5,24.9,22.3372059721751,4213.896,29.39,32.38,24.2,157.106263941699,22.3447816428838,12.71
1067,MINAS GERAIS,SCS14,4d,I,116.1,77.5342939481268,30.41,27.44,24.0648635158501,6834.12,35.1,38.23,25.5,193.841285043972,23.9168402259768,12.63
1068,PIRACICABA,SCS14,1/½,C,116.68,120.921570500573,28.07,24.98,29.5036963794421,11413.91,31.3,33.76000000000001,30.2,171.34078587585,29.3556486423931,12.6
1069,MINAS GERAIS,SCS14,3d,A,18.44,129.340062111801,28.15,24.63,30.9504200310559,767.67,31.28,33.71,26.4,172.109810667663,30.7872951284523,12.6
1070,S. J. RIO PRETO,SCS14,2d,I,406.11,129.348988860978,27.971935,25.124938,30.7429042240326,46260.41,31.233648,34.359991,26.20586,171.082279375929,30.6681446304648,12.6933913
1071,S. J. RIO PRETO,SCS14,2d,C,56.44,100.9112061206121,26.999358,25.4487095,25.3361101081485,3963.214,30.169184,33.479889,24.876484,162.055937888476,25.341654423224,12.74329376
1072,S. J. RIO PRETO,SCS14,2d,B,134.65,130.120489196902,28.058619,25.109235,30.9685193210666,14499.478,31.33533,34.381872,27.055603,171.822121504607,30.8782671766109,12.67739254
1073,S. J. RIO PRETO,SCS14,2d,B,68.84,103.4314039408867,26.618651,25.765928,25.3660378465185,5208.961,29.806416,33.187899,30.335196,158.49881021301,25.394591893445,12.7538548
1075,GOIAS,SCS14,>5d,I,49.56,61.6485623003195,28.04,26.43,19.96362939297125,1876.8,31.76,33.93980000000001,24.323836,170.587896407687,19.87366105487367,12.45
1076,MINAS GERAIS,SCS14,2d,C,210.88,98.5515888978278,27.8,24.41,25.6751510458568,17225.38,30.79,34.34,25.1,169.995937499699,25.6747994300008,12.76
1077,RIB. PRETO,SCS14,4d,A,121.75,93.3123735763098,27.2,25.23,24.3594807835991,8936.033,30.34,33.06,24.6,163.360253883428,24.3074615083744,12.65
1079,S. J. RIO PRETO,SCS14,1/½,E,437.27,95.0736708444047,27.39,25.25,24.7850379429539,35340.74,30.57,33.76000000000001,24.1,165.642142653304,24.7636167866096,12.71
1081,ARACATUBA,SCS14,3d,I,148.83,91.3352188847475,27.421418,25.392485,24.2346157254319,10867.438,30.664503,33.61826,26.4369,165.672697429812,24.1916570872037,12.67961735
1082,MATO G. DO SUL,SCS14,3d,B,20.52,78.8450704225352,26.62,25.53,21.77274929577465,581.52,29.73,32.16,23.54,157.524821276637,21.72761692646367,12.51
1086,S. J. RIO PRETO,SCS14,1/½,I,235.81,137.047853089674,27.0,24.25,30.7571779634511,27998.96,29.79,32.47,27.93,161.566340515147,30.7029497758983,12.56
1087,GOIAS,SCS14,4d,E,171.36,90.7575301204819,27.81,25.38,24.4515655120482,12562.8,31.13,33.31,23.173622,168.525730657336,24.3275799468756,12.47
1088,MATO G. DO SUL,SCS14,4d,E,326.13,66.4215261197593,27.81,25.57,20.60404327953395,17107.434,31.19,33.38,24.969276,168.514987095922,20.51778445837453,12.47
1089,MATO G. DO SUL,SCS14,2d,C,34.554953,97.871160981803,28.03,25.0,25.765147105383,1948.82,31.26,33.57,23.262946,170.798306170868,25.6361949128363,12.48
1090,ASSIS,PS321801842,>5d,D,12.81,51.541975308642,26.92,25.19,17.89966271604938,44.029,29.99,32.82,24.061985,160.843176463827,17.8855532085925,12.56
1091,SÃO CARLOS,SCS115,>5d,I,22.17,35.1740412979351,26.98,24.16,15.47147138643068,247.68,29.74,32.86,25.339868,161.875840557842,15.47322891865016,12.61
1092,RIB. PRETO,SCS115,>5d,I,17.29,67.71455576559549,25.620374,24.7744,19.58853086771267,306.73,28.302298,31.03,22.29,148.557520346986,19.60824158258361,12.7026458
1093,GOIAS,SCS115,4d,B,80.56,67.6209159859977,26.59,26.36,20.11509164235706,3825.37,29.95,33.16,27.4,157.962015601471,20.11854100691627,12.73
1094,PIRACICABA,SCS115,>5d,B,12.8,17.675,27.82,25.7,12.897785,16.54,31.24,33.39,24.9,168.552126937357,12.8884333203695,12.56
1096,MATO G. DO SUL,BULL24855536,>5d,C,63.85,69.1261523625844,27.51,26.11,20.86026623143684,2973.991,31.0,33.19,22.392582,165.608822141898,20.77508097791517,12.46
1097,MATO GROSSO,BULL24855536,5d,B,146.05138,93.6118416684707,27.23,25.23,24.4294834861081,10952.18,30.37,33.03,24.241167,163.579777590472,24.3707048088556,12.53
1098,S. J. RIO PRETO,BULL24855536,>5d,I,48.59,68.88138835747469,28.68,25.94,21.48781557802678,2093.29,32.38,34.487967,24.586045,176.643545153955,21.36515343245351,12.44
1099,RIB. PRETO,BULL24855536,1/½,I,56.38,96.3663812528166,23.63,23.65,21.81181013970257,3756.18,25.65,28.87,24.3,130.764007832186,22.0196895638827,12.74
1100,RIB. PRETO,BULL24855536,3d,I,12.91,38.4835164835165,27.25,27.16,16.03873626373626,36.1,31.04,33.22,24.39,163.010960187995,15.99930125333041,12.45
1101,MINAS GERAIS,PS321813250,>5d,A,35.658825,72.7900011940576,28.53,25.94,22.0485871973777,1450.22,32.2,34.65,26.0,175.569516738534,21.94339111784688,12.59
1102,MINAS GERAIS,PS321813250,>5d,B,163.30472,70.7054521498074,27.586471,25.468823,21.1501082747486,8894.412,30.884117,33.342354,24.941176,166.699849950696,21.08172463886296,12.6117647
1103,MINAS GERAIS,PS321813250,>5d,A,17.8523703,72.6068963202824,27.675,25.875,21.50013099820427,366.694,31.13,33.4,24.5,167.285674451464,21.41138277150501,12.58
1104,S. J. RIO PRETO,PS321813250,>5d,I,13.22,80.1065573770492,27.31,23.69,22.4271139344262,95.09,29.98,32.25,24.16,164.098813853407,22.3589265926882,12.51
1105,SÃO CARLOS,PS321813250,>5d,I,81.52809,53.0157966370139,25.82,24.05,17.66838309523532,2863.75,28.33,31.365276,26.388722,150.904255839437,17.69726870952608,12.63
1106,ARACATUBA,BULL24865547,4d,C,36.59,67.2033346888979,25.94,26.96,19.69534485563237,1369.45,29.34,31.38,24.7,150.472165581982,19.64412530171863,12.58
